"gender","age","height","weight"
"M",17,172,62
"M",17,183,77
"F",17,156,47
"M",17,171,56
"M",17,173,63
"M",17,178,56
"F",17,159,66
"F",17,165,58
"F",17,154,43
"F",17,158,56
"F",17,166,54
"F",17,150,63
"M",17,176,65
"M",17,172,77
"F",17,165,69
"M",17,175,67
"F",17,164,55
"F",17,156,52
"F",17,158,55
"F",17,159,51
"M",17,158,61
"F",17,159,48
"F",17,150,47
"F",17,149,49
"M",17,164,61
"M",17,175,62
"F",17,148,52
"F",17,158,56
"M",17,169,61
"F",17,154,48
"F",17,154,81
"M",17,171,65
"F",17,158,54
"F",17,163,52
"M",17,168,55
"M",17,167,54
"F",17,167,54
"F",17,161,44
"F",17,159,57
"F",17,159,51
"M",17,173,73
"M",17,187,68
"M",17,174,65
"F",17,161,48
"M",17,159,55
"F",17,163,57
"F",17,152,47
"F",17,153,47
"M",17,175,55
"F",17,147,40
"M",17,168,68
"F",17,161,54
"M",17,176,65
"M",17,162,52
"F",17,154,45
"F",17,160,52
"M",17,174,64
"M",17,165,48
"F",17,165,52
"M",17,162,54
"M",17,179,72
"F",17,156,52
"M",17,170,62
"M",17,175,73
"F",17,161,55
"F",17,157,46
"M",17,163,48
"M",17,154,47
"M",17,170,55
"F",17,170,54
"F",17,162,59
"F",17,157,43
"F",17,152,51
"F",17,163,58
"F",17,148,47
"M",17,184,79
"F",17,157,49
"M",17,168,84
"F",17,158,60
"F",17,157,49
"M",17,189,66
"F",17,159,63
"F",17,155,53
"M",17,174,78
"M",17,167,61
"M",17,165,51
"F",17,152,57
"F",17,163,59
"M",17,163,52
"M",17,167,68
"F",17,159,51
"F",17,160,48
"F",17,156,53
"M",17,163,39
"F",17,156,49
"M",17,169,55
"M",17,168,66
"F",17,159,55
"F",17,160,65
"F",17,163,49
"F",17,158,54
"M",17,159,59
"F",17,157,51
"M",17,166,64
"M",17,171,59
"F",17,148,49
"F",17,157,49
"M",17,155,57
"F",17,169,59
"M",17,176,64
"M",17,178,62
"M",17,162,55
"F",17,154,51
"F",17,157,49
"M",17,182,89
"F",17,156,50
"M",17,170,80
"F",17,155,69
"F",17,158,49
"F",17,169,62
"M",17,178,71
"F",17,166,50
"M",17,177,61
"F",17,159,39
"F",17,158,57
"F",17,153,46
"F",17,163,55
"F",17,161,66
"M",17,166,60
"M",17,176,70
"F",17,152,44
"M",17,186,71
"F",17,157,77
"M",17,175,83
"M",17,172,66
"F",17,174,84
"F",17,154,39
"M",17,169,52
"F",17,155,58
"F",17,157,58
"M",17,165,56
"M",17,187,68
"M",17,176,62
"F",17,154,51
"M",17,168,88
"M",17,184,79
"F",17,155,41
"F",17,162,59
"M",17,178,70
"F",17,149,42
"M",17,161,59
"M",17,170,76
"F",17,157,51
"M",17,165,63
"F",17,158,48
"M",17,169,62
"M",17,172,55
"F",17,161,50
"F",17,154,61
"F",17,162,55
"M",17,169,62
"F",17,159,61
"F",17,164,43
"F",17,160,56
"M",17,175,73
"F",17,157,52
"M",17,183,65
"F",17,149,44
"F",17,157,57
"M",17,162,64
"F",17,161,57
"M",17,167,81
"M",17,175,67
"F",17,168,47
"F",17,162,58
"F",17,159,47
"F",17,163,49
"M",17,178,81
"F",17,160,49
"F",17,164,56
"F",17,155,55
"M",17,163,54
"M",17,175,76
"M",17,166,52
"M",17,168,60
"M",17,163,62
"F",17,159,51
"M",17,169,62
"F",17,154,56
"F",17,159,47
"M",17,168,53
"M",17,175,63
"M",17,170,58
"F",17,157,51
"F",17,163,54
"M",17,162,51
"F",17,166,60
"M",17,162,44
"M",17,165,63
"M",17,164,48
"F",17,165,46
"M",17,171,49
"F",17,158,44
"M",17,169,57
"M",17,162,78
"M",17,168,59
"M",17,173,63
"F",17,161,49
"F",17,158,47
"M",17,162,70
"F",17,162,48
"F",17,154,46
"M",17,175,60
"M",17,175,64
"M",17,164,52
"M",17,166,69
"M",17,177,64
"F",17,142,44
"M",17,162,52
"M",17,172,81
"F",17,161,56
"F",17,162,55
"M",17,165,98
"F",17,160,49
"F",17,159,54
"M",17,166,75
"F",17,160,47
"F",17,163,56
"F",17,168,58
"M",17,163,62
"F",17,165,70
"F",17,153,48
"F",17,157,39
"F",17,168,69
"M",17,173,62
"F",17,157,45
"M",17,178,64
"F",17,160,48
"M",17,180,72
"M",17,164,85
"F",17,162,59
"M",17,176,67
"F",17,160,49
"M",17,168,58
"F",17,150,53
"M",17,171,60
"M",17,161,55
"M",17,170,59
"M",17,173,58
"F",17,155,44
"M",17,164,64
"M",17,168,64
"F",17,162,48
"M",17,162,69
"M",17,177,64
"F",17,160,52
"M",17,165,58
"M",17,161,59
"F",17,175,82
"M",17,162,48
"F",17,151,48
"F",17,164,68
"F",17,165,47
"F",17,153,52
"F",17,144,58
"F",17,149,57
"F",17,160,56
"F",17,158,56
"F",17,151,50
"F",17,167,54
"M",17,174,68
"M",17,163,55
"M",17,164,52
"M",17,171,53
"F",17,158,56
"F",17,154,50
"F",17,163,55
"M",17,164,66
"F",17,159,56
"F",17,164,47
"M",17,173,58
"M",17,170,59
"F",17,155,43
"M",17,172,61
"F",17,168,71
"F",17,158,51
"F",17,162,61
"M",17,179,68
"F",17,173,63
"M",17,170,54
"M",17,167,80
"M",17,164,57
"M",17,167,54
"F",17,153,54
"M",17,181,68
"M",17,175,55
"M",17,174,62
"M",17,183,66
"F",17,154,42
"M",17,159,52
"F",17,157,60
"M",17,172,60
"F",17,163,48
"M",17,163,54
"F",17,158,51
"F",17,159,55
"F",17,148,44
"M",17,170,77
"M",17,172,57
"M",17,182,56
"F",17,165,56
"M",17,169,54
"M",17,171,55
"M",17,167,86
"M",17,166,57
"F",17,159,58
"F",17,155,51
"M",17,167,56
"M",17,172,61
"M",17,181,81
"F",17,160,49
"M",17,168,53
"M",17,175,65
"M",17,162,48
"F",17,152,48
"M",17,167,59
"M",17,168,58
"M",17,175,63
"M",17,175,65
"M",17,156,61
"M",17,175,70
"F",17,168,64
"M",17,169,49
"F",17,167,68
"F",17,168,65
"F",17,161,54
"M",17,172,55
"M",17,166,60
"F",17,159,42
"M",17,167,90
"M",17,159,52
"M",17,164,47
"M",17,169,53
"M",17,167,52
"M",17,177,62
"F",17,144,37
"F",17,158,52
"F",17,160,49
"M",17,163,59
"F",17,164,56
"M",17,167,58
"M",17,167,53
"F",17,155,49
"F",17,159,54
"M",17,164,63
"M",17,170,67
"F",17,152,45
"M",17,175,67
"M",17,171,77
"F",17,146,47
"F",17,157,49
"M",17,174,82
"F",17,159,50
"M",17,178,93
"M",17,181,68
"F",17,159,50
"F",17,155,43
"F",17,150,44
"F",17,158,49
"M",17,171,54
"F",17,155,60
"M",17,177,70
"M",17,167,57
"F",17,159,54
"F",17,165,61
"M",17,180,62
"F",17,154,46
"M",17,173,54
"M",17,161,53
"M",17,173,62
"F",17,160,48
"F",17,161,56
"F",17,158,51
"M",17,176,60
"M",17,172,55
"F",17,166,66
"F",17,158,49
"M",17,177,66
"M",17,176,59
"M",17,175,59
"F",17,164,64
"F",17,157,50
"F",17,163,65
"F",17,152,43
"F",17,164,67
"F",17,159,48
"M",17,171,68
"M",17,175,66
"F",17,161,48
"M",17,176,59
"M",17,168,52
"F",17,155,49
"M",17,174,58
"M",17,163,57
"F",17,156,60
"F",17,165,56
"M",17,174,56
"M",17,169,64
"M",17,161,49
"M",17,169,48
"M",17,171,44
"M",17,173,74
"F",17,167,63
"F",17,163,52
"F",17,164,55
"F",17,163,48
"F",17,158,57
"F",17,161,44
"M",17,166,50
"M",17,178,64
"F",17,152,50
"M",17,170,48
"M",17,171,62
"F",17,164,64
"F",17,149,61
"F",17,157,51
"F",17,165,52
"F",17,163,66
"F",17,163,54
"M",17,168,55
"M",17,172,60
"M",17,183,69
"M",17,164,64
"F",17,158,50
"F",17,167,65
"F",17,162,59
"F",17,158,53
"M",17,172,62
"M",17,173,68
"M",17,174,58
"M",17,167,56
"F",17,156,56
"M",17,175,81
"F",17,151,48
"M",17,170,53
"F",17,160,51
"F",17,159,52
"F",17,150,47
"M",17,182,54
"F",17,164,77
"F",17,149,59
"M",17,178,50
"M",17,159,47
"M",17,170,65
"F",17,162,86
"M",17,169,65
"M",17,174,57
"F",17,155,53
"M",17,162,66
"F",17,147,58
"F",17,155,47
"M",17,173,61
"M",17,166,50
"M",17,170,67
"M",17,169,54
"M",17,168,91
"F",17,152,41
"F",17,154,48
"F",17,159,60
"F",17,162,57
"M",17,173,62
"F",17,157,42
"M",17,169,52
"M",17,175,60
"F",17,152,45
"F",17,151,40
"M",17,167,61
"F",17,170,58
"M",17,162,57
"F",17,158,76
"F",17,156,49
"F",17,159,61
"M",17,167,90
"F",17,158,55
"M",17,168,54
"M",17,174,58
"M",17,170,65
"M",17,172,52
"F",17,159,55
"M",17,160,48
"F",17,158,46
"F",17,155,51
"M",17,166,49
"M",17,167,54
"M",17,171,72
"F",17,156,47
"M",17,165,54
"F",17,165,45
"F",17,151,52
"F",17,156,50
"F",17,148,48
"M",17,176,97
"M",17,172,70
"F",17,157,49
"F",17,162,79
"M",17,176,67
"F",17,154,54
"F",17,154,46
"M",17,160,60
"F",17,157,50
"F",17,154,52
"M",17,173,66
"F",17,161,46
"F",17,169,51
"F",17,166,62
"M",17,154,55
"F",17,157,52
"M",17,177,72
"M",17,163,60
"F",17,146,49
"M",17,173,58
"M",17,168,61
"F",17,162,60
"M",17,163,47
"M",17,173,66
"M",17,184,85
"F",17,152,46
"M",17,170,48
"M",17,182,61
"M",17,176,60
"M",17,171,52
"M",17,172,63
"M",17,162,52
"M",17,162,61
"F",17,149,46
"F",17,164,50
"M",17,172,50
"F",17,154,53
"M",17,171,73
"F",17,150,57
"M",17,176,62
"M",17,165,63
"M",17,175,96
"M",17,173,61
"F",17,168,57
"F",17,169,62
"M",17,174,67
"M",17,171,60
"M",17,181,61
"F",17,173,69
"M",17,160,60
"M",17,170,59
"F",17,158,52
"F",17,153,44
"M",17,167,65
"F",17,161,47
"M",17,175,58
"F",17,160,55
"F",17,165,56
"F",17,159,49
"M",17,169,60
"F",17,161,52
"M",17,176,63
"F",17,150,50
"M",17,174,88
"F",17,152,57
"F",17,161,52
"F",17,162,49
"M",17,170,59
"F",17,164,46
"M",17,168,54
"M",17,169,57
"M",17,171,62
"M",17,179,66
"F",17,161,43
"M",17,173,63
"F",17,168,69
"F",17,159,42
"F",17,159,48
"F",17,172,77
"F",17,166,49
"F",17,150,49
"M",17,176,58
"M",17,163,49
"F",17,161,53
"F",17,158,54
"F",17,152,57
"F",17,164,67
"M",17,173,67
"F",17,164,65
"F",17,172,83
"M",17,169,59
"F",17,160,58
"M",17,166,70
"F",17,163,60
"F",17,157,45
"F",17,164,55
"M",17,172,56
"M",17,167,51
"F",17,176,61
"F",17,155,39
"M",17,172,61
"F",17,140,38
"M",17,184,71
"F",17,164,57
"F",17,149,44
"M",17,172,63
"F",17,159,56
"F",17,156,48
"M",17,159,47
"M",17,168,53
"F",17,162,58
"M",17,169,68
"M",17,169,56
"M",17,172,64
"F",17,149,49
"F",17,160,54
"M",17,163,71
"F",17,162,62
"F",17,166,61
"F",17,160,63
"F",17,159,56
"F",17,159,48
"F",17,158,51
"M",17,170,72
"M",17,170,54
"F",17,153,49
"M",17,176,63
"F",17,153,49
"F",17,162,55
"M",17,170,60
"F",17,162,62
"M",17,159,51
"M",17,168,59
"F",17,155,53
"M",17,171,51
"F",17,161,57
"F",17,161,51
"M",17,176,83
"F",17,163,56
"M",17,164,58
"F",17,163,50
"M",17,170,66
"M",17,173,55
"F",17,156,50
"M",17,165,55
"F",17,161,60
"M",17,171,66
"F",17,154,54
"M",17,176,69
"F",17,161,62
"M",17,168,60
"F",17,152,47
"M",17,165,42
"F",17,161,70
"M",17,163,57
"F",17,159,59
"F",17,159,46
"M",17,159,58
"F",17,156,54
"M",17,173,81
"F",17,168,59
"F",17,165,54
"M",17,168,57
"M",17,173,68
"F",17,162,60
"F",17,161,54
"F",17,159,58
"M",17,161,80
"M",17,172,86
"M",17,175,61
"M",17,168,70
"F",17,158,55
"M",17,171,52
"M",17,168,60
"F",17,168,60
"F",17,164,50
"F",17,156,50
"M",17,165,55
"F",17,163,52
"M",17,168,58
"M",17,173,60
"F",17,155,43
"M",17,176,53
"M",17,172,49
"M",17,164,54
"F",17,159,58
"F",17,160,69
"F",17,160,47
"M",17,171,60
"F",17,158,45
"M",17,171,70
"F",17,155,50
"M",17,170,51
"M",17,186,80
"M",17,154,48
"F",17,155,50
"F",17,157,68
"F",17,168,71
"F",17,159,48
"F",17,150,64
"M",17,166,55
"F",17,155,52
"F",17,152,39
"M",17,170,63
"M",17,167,43
"F",17,162,54
"M",17,181,85
"M",17,167,62
"M",17,166,45
"M",17,172,69
"F",17,163,55
"M",17,179,88
"F",17,153,49
"M",17,169,60
"M",17,168,63
"F",17,167,55
"M",17,165,49
"F",17,151,49
"F",17,165,54
"M",17,177,61
"F",17,150,45
"F",17,149,47
"F",17,159,68
"M",17,165,53
"F",17,165,53
"M",17,173,63
"M",17,161,55
"F",17,155,46
"M",17,177,85
"F",17,156,44
"M",17,162,57
"M",17,174,58
"F",17,155,45
"F",17,162,61
"M",17,163,54
"F",17,153,47
"F",17,159,55
"M",17,170,57
"M",17,160,55
"M",17,165,59
"F",17,150,41
"M",17,169,46
"M",17,170,54
"M",17,171,63
"F",17,159,53
"M",17,170,62
"M",17,170,56
"F",17,159,49
"F",17,161,53
"F",17,158,51
"M",17,163,50
"M",17,162,52
"F",17,153,64
"F",17,165,48
"F",17,154,48
"M",17,183,56
"M",17,171,87
"F",17,158,56
"F",17,159,59
"M",17,166,52
"F",17,157,45
"F",17,160,51
"F",17,153,56
"F",17,160,56
"F",17,168,53
"F",17,159,54
"M",17,183,67
"F",17,166,55
"F",17,156,49
"M",17,182,68
"F",17,156,52
"F",17,159,51
"M",17,171,60
"F",17,155,48
"F",17,161,54
"M",17,183,76
"M",17,171,60
"M",17,168,52
"F",17,156,52
"F",17,150,81
"F",17,154,49
"M",17,171,58
"M",17,165,47
"F",17,156,48
"F",17,154,58
"M",17,176,68
"M",17,167,45
"M",17,176,64
"M",17,173,69
"M",17,150,38
"F",17,149,46
"F",17,152,44
"M",17,175,70
"F",17,163,64
"F",17,158,44
"F",17,156,56
"F",17,161,56
"M",17,173,64
"F",17,155,55
"F",17,163,49
"F",17,159,49
"M",17,185,72
"F",17,158,46
"M",17,169,64
"M",17,172,53
"M",17,170,55
"M",17,162,71
"M",17,185,62
"M",17,167,66
"F",17,174,69
"M",17,174,63
"M",17,176,83
"M",17,182,66
"M",17,181,66
"F",17,153,44
"F",17,163,63
"F",17,166,74
"F",17,155,52
"F",17,161,48
"F",17,164,74
"M",17,161,84
"F",17,148,40
"F",17,170,54
"F",17,149,44
"F",17,163,52
"M",17,174,54
"F",17,156,41
"M",17,169,57
"F",17,157,59
"M",17,177,57
"M",17,165,61
"M",17,168,47
"F",17,156,51
"M",17,184,75
"F",17,155,53
"M",17,177,60
"F",17,161,46
"F",17,149,51
"F",17,163,65
"M",17,168,58
"M",17,164,53
"F",17,166,56
"M",17,170,61
"M",17,173,58
"F",17,167,46
"F",17,161,53
"F",17,169,73
"F",17,159,55
"F",17,153,54
"F",17,144,43
"M",17,175,68
"F",17,164,66
"F",17,161,57
"F",17,162,61
"M",17,163,56
"M",17,171,63
"F",17,160,51
"F",17,169,54
"M",17,175,77
"M",17,161,46
"F",17,155,54
"M",17,175,58
"F",17,159,52
"F",17,146,53
"M",17,166,64
"F",17,163,86
"F",17,162,76
"F",17,169,67
"F",17,162,52
"M",17,163,54
"M",17,173,56
"M",17,166,63
"M",17,169,70
"F",17,157,59
"M",17,171,62
"F",17,150,51
"F",17,161,55
"M",17,170,63
"F",17,170,65
"M",17,172,79
"F",17,153,49
"M",17,172,71
"F",17,161,64
"F",17,163,57
"M",17,168,93
"F",17,169,64
"M",17,168,54
"M",17,161,45
"F",17,164,65
"F",17,159,52
"M",17,180,57
"M",17,172,56
"M",17,172,57
"M",17,173,57
"M",17,164,57
"F",17,154,45
"M",17,175,79
"M",17,171,61
"F",17,162,54
"F",17,160,51
"M",17,172,56
"F",17,165,44
"F",17,151,47
"M",17,169,62
"M",17,175,73
"F",17,152,49
"M",17,165,64
"M",17,175,62
"F",17,161,61
"F",17,160,58
"M",17,175,56
"M",17,170,64
"F",17,163,55
"M",17,161,83
"F",17,154,52
"F",17,163,51
"M",17,170,77
"M",17,174,54
"F",17,168,72
"M",17,160,43
"F",17,156,44
"F",17,149,37
"F",17,154,48
"F",17,156,48
"M",17,173,60
"F",17,151,45
"F",17,158,54
"M",17,168,46
"M",17,164,55
"M",17,169,56
"M",17,163,51
"F",17,162,44
"M",17,165,52
"M",17,177,72
"F",17,156,62
"M",17,163,50
"F",17,151,61
"M",17,160,57
"M",17,164,57
"M",17,172,58
"F",17,161,55
"F",17,163,53
"M",17,172,76
"F",17,162,65
"F",17,162,54
"M",17,166,65
"F",17,159,55
"F",17,156,44
"F",17,160,74
"M",17,170,55
"M",17,164,54
"M",17,173,61
"M",17,166,52
"F",17,159,60
"M",17,169,58
"F",17,161,55
"M",17,178,56
"F",17,165,73
"F",17,161,76
"M",17,168,61
"M",17,169,58
"F",17,164,62
"F",17,161,65
"M",17,179,73
"M",17,163,62
"F",17,149,53
"F",17,156,62
"M",17,174,57
"M",17,170,64
"F",17,151,66
"M",17,178,68
"F",17,156,47
"M",17,175,61
"M",17,170,61
"M",17,169,62
"F",17,157,64
"F",17,147,43
"F",17,152,45
"F",17,160,47
"M",17,171,63
"F",17,153,45
"F",17,163,51
"M",17,171,71
"F",17,159,58
"M",17,170,57
"M",17,172,57
"F",17,166,53
"F",17,161,57
"F",17,152,45
"F",17,155,51
"M",17,177,56
"M",17,180,66
"M",17,184,66
"F",17,154,44
"M",17,164,85
"F",17,160,51
"F",17,158,49
"F",17,167,61
"M",17,162,53
"F",17,166,58
"M",17,180,65
"M",17,179,69
"M",17,167,67
"F",17,152,50
"M",17,161,47
"M",17,165,64
"F",17,162,54
"F",17,152,47
"F",17,153,48
"F",17,158,52
"M",17,168,50
"F",17,157,51
"M",17,159,63
"M",17,173,63
"F",17,158,55
"M",17,169,55
"M",17,171,65
"M",17,176,48
"M",17,174,87
"M",17,173,85
"F",17,163,52
"M",17,156,46
"F",17,168,50
"M",17,173,61
"M",17,170,61
"M",17,169,65
"M",17,173,55
"M",17,167,76
"M",17,171,58
"M",17,176,84
"F",17,162,49
"F",17,156,47
"M",17,170,57
"M",17,185,81
"F",17,156,47
"F",17,154,58
"M",17,174,63
"M",17,169,63
"F",17,150,44
"M",17,166,46
"F",17,157,54
"M",17,158,78
"M",17,178,70
"M",17,174,60
"F",17,152,47
"M",17,161,50
"F",17,161,55
"M",17,169,63
"F",17,153,49
"F",17,161,53
"M",17,172,58
"M",17,169,51
"M",17,174,70
"M",17,181,67
"M",17,164,51
"F",17,163,45
"M",17,167,71
"F",17,158,50
"M",17,172,83
"M",17,174,72
"F",17,151,49
"M",17,167,58
"F",17,157,52
"F",17,161,59
"F",17,169,55
"M",17,164,55
"M",17,172,51
"F",17,160,78
"M",17,163,54
"M",17,152,49
"F",17,153,59
"M",17,171,66
"F",17,165,56
"M",17,171,66
"M",17,174,65
"M",17,158,45
"F",17,158,51
"M",17,165,55
"M",17,177,68
"M",17,172,54
"F",17,165,52
"M",17,179,62
"M",17,172,53
"F",17,160,49
"M",17,160,43
"M",17,174,64
"F",17,165,68
"M",17,157,60
"M",17,162,54
"M",17,172,67
"M",17,163,43
"M",17,168,55
"M",17,171,63
"F",17,147,42
"M",17,159,65
"M",17,173,57
"M",17,175,68
"M",17,171,57
"F",17,157,58
"M",17,168,63
"F",17,154,51
"F",17,162,69
"F",17,155,45
"F",17,164,53
"M",17,169,55
"F",17,160,56
"M",17,159,70
"M",17,170,55
"F",17,150,54
"F",17,163,59
"F",17,154,68
"M",17,172,60
"M",17,179,61
"F",17,157,47
"M",17,180,54
"M",17,182,69
"F",17,159,56
"M",17,174,68
"M",17,169,53
"M",17,175,62
"M",17,170,51
"F",17,148,52
"M",17,170,54
"F",17,152,50
"F",17,151,54
"F",17,175,62
"F",17,175,56
"F",17,162,63
"M",17,170,60
"F",17,153,48
"F",17,156,50
"F",17,167,51
"M",17,174,62
"F",17,158,55
"F",17,156,51
"F",17,145,51
"F",17,158,47
"F",17,154,46
"F",17,162,55
"M",17,175,81
"F",17,158,48
"M",17,167,96
"F",17,159,54
"M",17,179,65
"M",17,168,65
"M",17,163,83
"F",17,163,53
"M",17,178,67
"M",17,171,59
"F",17,157,51
"M",17,162,54
"F",17,164,53
"F",17,148,59
"M",17,171,59
"M",17,168,53
"F",17,160,61
"M",17,182,84
"F",17,155,49
"M",17,163,62
"M",17,174,62
"M",17,172,62
"F",17,157,47
"M",17,170,66
"M",17,172,98
"F",17,156,54
"M",17,160,54
"M",17,170,56
"F",17,155,50
"M",17,165,58
"M",17,177,56
"F",17,160,55
"F",17,145,41
"F",17,166,73
"F",17,163,49
"F",17,155,52
"M",17,169,56
"F",17,150,47
"F",17,154,48
"M",17,170,58
"F",17,158,64
"M",17,164,61
"F",17,154,40
"M",17,163,54
"F",17,153,45
"M",17,158,66
"F",17,158,61
"F",17,152,46
"F",17,165,70
"F",17,154,56
"M",17,171,68
"F",17,161,54
"F",17,160,51
"M",17,169,61
"F",17,154,46
"F",17,158,48
"M",17,164,52
"F",17,164,58
"M",17,165,57
"F",17,160,53
"M",17,170,64
"M",17,170,52
"M",17,174,83
"M",17,166,66
"F",17,163,70
"F",17,161,52
"F",17,156,48
"F",17,150,42
"M",17,161,62
"F",17,162,82
"M",17,172,82
"M",17,164,54
"F",17,154,49
"F",17,162,54
"F",17,161,45
"F",17,163,55
"M",17,173,58
"F",17,154,48
"F",17,156,54
"F",17,150,41
"M",17,165,53
"M",17,162,59
"F",17,159,46
"M",17,166,62
"M",17,170,58
"M",17,170,54
"F",17,155,56
"M",17,156,61
"M",17,174,57
"F",17,164,63
"M",17,177,68
"F",17,153,60
"M",17,171,60
"F",17,154,52
"M",17,166,55
"M",17,175,99
"F",17,159,51
"F",17,159,58
"F",17,164,60
"M",17,169,66
"M",17,169,44
"F",17,157,50
"F",17,157,45
"F",17,161,51
"F",17,150,60
"M",17,162,53
"F",17,165,66
"M",17,163,52
"M",17,166,63
"M",17,166,59
"F",17,164,58
"M",17,168,72
"M",17,187,72
"M",17,164,69
"F",17,159,57
"M",17,170,62
"F",17,152,50
"M",17,163,63
"M",17,171,65
"F",17,155,51
"F",17,154,55
"M",17,166,66
"F",17,149,45
"M",17,180,48
"F",17,157,46
"M",17,173,60
"M",17,167,60
"M",17,170,78
"F",17,157,44
"M",17,167,59
"F",17,155,51
"F",17,162,53
"F",17,155,48
"M",17,169,68
"M",17,160,51
"M",17,173,72
"M",17,167,56
"F",17,162,88
"F",17,153,45
"M",17,170,58
"F",17,150,41
"F",17,147,54
"M",17,173,49
"M",17,176,76
"F",17,158,53
"M",17,177,62
"F",17,151,49
"M",17,182,65
"M",17,171,63
"F",17,158,54
"M",17,165,61
"M",17,162,42
"M",17,165,86
"M",17,182,54
"M",17,176,71
"F",17,159,55
"M",17,162,46
"M",17,171,61
"F",17,156,69
"F",17,157,53
"M",17,172,59
"F",17,160,62
"F",17,158,45
"F",17,155,55
"F",17,161,50
"M",17,168,58
"F",17,156,49
"F",17,159,50
"M",17,178,99
"F",17,158,48
"M",17,174,67
"M",17,171,86
"M",17,178,97
"F",17,147,43
"F",17,167,77
"F",17,157,60
"F",17,150,45
"F",17,169,58
"M",17,162,48
"M",17,169,59
"M",17,165,55
"F",17,156,51
"F",17,164,51
"M",17,169,71
"M",17,171,59
"M",17,162,42
"F",17,162,54
"F",17,157,53
"M",17,174,70
"F",17,155,52
"M",17,174,62
"F",17,161,56
"F",17,160,51
"F",17,162,71
"M",17,173,63
"M",17,179,87
"F",17,159,63
"F",17,163,70
"M",17,167,85
"M",17,174,59
"M",17,172,66
"M",17,172,65
"M",17,165,61
"F",17,156,71
"M",17,182,77
"M",17,177,56
"F",17,164,47
"M",17,179,63
"M",17,173,59
"F",17,157,58
"M",17,161,65
"F",17,166,51
"F",17,160,45
"F",17,152,42
"M",17,176,71
"M",17,184,72
"M",17,154,42
"F",17,162,57
"M",17,165,61
"F",17,156,75
"M",17,169,74
"M",17,168,61
"F",17,156,45
"F",17,159,56
"M",17,163,56
"F",17,156,50
"M",17,167,60
"M",17,164,64
"F",17,162,53
"M",17,171,61
"F",17,161,58
"M",17,176,62
"M",17,174,69
"F",17,162,61
"M",17,169,59
"F",17,157,51
"F",17,150,70
"F",17,167,54
"F",17,169,64
"M",17,176,64
"M",17,163,62
"M",17,170,55
"F",17,153,63
"M",17,169,61
"F",17,159,52
"F",17,160,54
"F",17,170,60
"F",17,151,51
"M",17,168,66
"F",17,147,48
"M",17,183,66
"M",17,169,66
"M",17,177,52
"M",17,172,61
"M",17,169,54
"M",17,166,58
"M",17,189,74
"M",17,168,57
"F",17,158,51
"M",17,174,53
"M",17,180,70
"M",17,181,63
"F",17,154,55
"M",17,162,78
"M",17,166,52
"M",17,173,58
"M",17,167,57
"F",17,177,46
"F",17,151,45
"F",17,152,49
"M",17,159,55
"F",17,156,53
"F",17,159,46
"M",17,168,67
"M",17,166,65
"F",17,155,50
"F",17,152,60
"M",17,157,48
"M",17,155,39
"M",17,165,59
"M",17,183,92
"F",17,163,75
"M",17,180,68
"F",17,160,43
"M",17,169,50
"M",17,175,58
"F",17,161,53
"M",17,162,62
"M",17,156,50
"M",17,187,79
"F",17,149,44
"F",17,155,48
"F",17,143,41
"M",17,173,62
"F",17,157,52
"M",17,168,83
"M",17,168,56
"F",17,160,63
"F",17,152,54
"F",17,162,53
"M",17,175,88
"M",17,166,61
"M",17,168,59
"M",17,181,55
"M",17,168,57
"F",17,152,54
"F",17,148,42
"M",17,167,56
"F",17,155,48
"M",17,167,56
"M",17,180,65
"M",17,172,63
"F",17,158,57
"M",17,186,78
"M",17,173,82
"F",17,160,51
"F",17,154,44
"M",17,175,51
"F",17,156,54
"M",17,162,63
"F",17,156,53
"M",17,175,69
"F",17,153,43
"M",17,166,53
"F",17,158,57
"F",17,159,53
"F",17,153,52
"F",17,154,57
"M",17,174,65
"F",17,155,63
"F",17,161,53
"F",17,162,52
"F",17,161,56
"F",17,164,47
"F",17,162,52
"M",17,167,83
"F",17,168,52
"M",17,170,78
"F",17,160,61
"M",17,166,56
"M",17,174,63
"M",17,175,56
"F",17,164,53
"M",17,169,58
"F",17,156,43
"M",17,169,58
"F",17,165,44
"M",17,174,66
"F",17,167,58
"M",17,172,61
"F",17,162,50
"F",17,165,54
"F",17,163,69
"M",17,170,67
"F",17,155,54
"M",17,171,67
"F",17,163,66
"M",17,171,64
"F",17,160,53
"F",17,161,51
"F",17,157,53
"M",17,172,69
"M",17,171,64
"M",17,181,64
"F",17,153,48
"F",17,156,51
"F",17,153,60
"F",17,153,43
"M",17,182,62
"M",17,172,55
"M",17,168,53
"M",17,164,66
"M",17,176,68
"F",17,152,55
"M",17,163,50
"M",17,162,69
"M",17,185,64
"F",17,160,44
"M",17,173,56
"F",17,164,63
"M",17,162,56
"F",17,161,58
"M",17,174,82
"F",17,153,44
"M",17,168,77
"M",17,173,71
"M",17,164,61
"F",17,153,57
"M",17,169,64
"M",17,159,75
"M",17,168,60
"F",17,157,52
"M",17,171,72
"M",17,166,68
"M",17,177,75
"F",17,162,52
"M",17,161,47
"M",17,171,61
"F",17,154,49
"F",17,162,48
"F",17,157,43
"F",17,161,53
"M",17,171,60
"F",17,152,64
"M",17,168,66
"F",17,165,47
"M",17,173,55
"F",17,155,39
"M",17,174,64
"F",17,163,50
"M",17,159,51
"M",17,170,66
"F",17,163,55
"M",17,170,63
